"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Kansas","Total Forest Land Converted to Land",22.91,22.91,22.91,22.91,22.9,22.9,22.9,22.9,22.9,22.9,22.79,22.79,22.79,22.79,22.79,22.79,22.65,22.65,22.65,22.65,22.65,22.65,21.64,21.64,21.64,21.64,21.64,21.64,20.9,20.9,20.9,20.9,20.9
"Kansas","FC",13.16,13.16,13.16,13.16,13.29,13.29,13.29,13.29,13.29,13.29,13.56,13.56,13.56,13.56,13.56,13.56,14.1,14.1,14.1,14.1,14.1,14.1,15.29,15.29,15.29,15.29,15.29,15.29,14.85,14.85,14.85,14.85,14.85
"Kansas","FG",6.51,6.51,6.51,6.51,6.32,6.32,6.32,6.32,6.32,6.32,5.89,5.89,5.89,5.89,5.89,5.89,4.97,4.97,4.97,4.97,4.97,4.97,2.93,2.93,2.93,2.93,2.93,2.93,2.76,2.76,2.76,2.76,2.76
"Kansas","FO",0.78,0.78,0.78,0.78,0.75,0.75,0.75,0.75,0.75,0.75,0.71,0.71,0.71,0.71,0.71,0.71,0.83,0.83,0.83,0.83,0.83,0.83,0.54,0.54,0.54,0.54,0.54,0.54,0.51,0.51,0.51,0.51,0.51
"Kansas","FS",2.43,2.43,2.43,2.43,2.51,2.51,2.51,2.51,2.51,2.51,2.6,2.6,2.6,2.6,2.6,2.6,2.71,2.71,2.71,2.71,2.71,2.71,2.82,2.82,2.82,2.82,2.82,2.82,2.71,2.71,2.71,2.71,2.71
"Kansas","FW",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
"Kentucky","Total Forest Land",5247.68,5240.15,5232.62,5224.25,5215.89,5207.53,5199.17,5190.8,5182.44,5173.14,5163.84,5154.54,5145.25,5135.95,5126.65,5116.36,5106.06,5095.77,5085.48,5075.18,5064.89,5053.92,5042.94,5031.97,5021,5010.03,4999.05,4988.59,4978.13,4967.68,4957.22,4946.76,4936.3
"Kentucky","FF",5226.4,5218.87,5211.34,5203.17,5194.81,5186.45,5178.08,5169.72,5161.36,5152.28,5142.98,5133.68,5124.39,5115.09,5105.79,5095.74,5085.45,5075.16,5064.86,5054.57,5044.28,5033.57,5022.6,5011.63,5000.65,4989.68,4978.71,4968.14,4957.68,4947.22,4936.76,4926.3,4915.84
"Kentucky","Total Land Converted to Forest Land",21.28,21.28,21.28,21.08,21.08,21.08,21.08,21.08,21.08,20.86,20.86,20.86,20.86,20.86,20.86,20.61,20.61,20.61,20.61,20.61,20.61,20.35,20.35,20.35,20.35,20.35,20.35,20.45,20.45,20.45,20.45,20.45,20.45
"Kentucky","CF",11.96,11.96,11.96,11.85,11.85,11.85,11.85,11.85,11.85,11.72,11.72,11.72,11.72,11.72,11.72,11.58,11.58,11.58,11.58,11.58,11.58,11.43,11.43,11.43,11.43,11.43,11.43,11.22,11.22,11.22,11.22,11.22,11.22
"Kentucky","GF",1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.07,1.07,1.06,1.06,1.06,1.06,1.06,1.06,1.04,1.04,1.04,1.04,1.04,1.04,0.81,0.81,0.81,0.81,0.81,0.81
"Kentucky","OF",0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.72,0.79,0.79,0.79,0.79,0.79,0.79
"Kentucky","SF",7.38,7.38,7.38,7.31,7.31,7.31,7.31,7.31,7.31,7.23,7.23,7.23,7.23,7.23,7.23,7.15,7.15,7.15,7.15,7.15,7.15,7.05,7.05,7.05,7.05,7.05,7.05,7.52,7.52,7.52,7.52,7.52,7.52
"Kentucky","WF",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12
"Kentucky","Total Forest Land Converted to Land",28.81,28.81,28.81,29.45,29.45,29.45,29.45,29.45,29.45,30.16,30.16,30.16,30.16,30.16,30.16,30.9,30.9,30.9,30.9,30.9,30.9,31.32,31.32,31.32,31.32,31.32,31.32,30.91,30.91,30.91,30.91,30.91,30.91
"Kentucky","FC",13.79,13.79,13.79,13.78,13.78,13.78,13.78,13.78,13.78,13.76,13.76,13.76,13.76,13.76,13.76,13.71,13.71,13.71,13.71,13.71,13.71,13.68,13.68,13.68,13.68,13.68,13.68,13.5,13.5,13.5,13.5,13.5,13.5
"Kentucky","FG",1.91,1.91,1.91,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.93,1.93,1.93,1.93,1.93,1.89,1.89,1.89,1.89,1.89,1.89,1.47,1.47,1.47,1.47,1.47,1.47,1.45,1.45,1.45,1.45,1.45,1.45
"Kentucky","FO",1.29,1.29,1.29,1.34,1.34,1.34,1.34,1.34,1.34,1.4,1.4,1.4,1.4,1.4,1.4,1.43,1.43,1.43,1.43,1.43,1.43,1.39,1.39,1.39,1.39,1.39,1.39,1.37,1.37,1.37,1.37,1.37,1.37
"Kentucky","FS",11.81,11.81,11.81,12.38,12.38,12.38,12.38,12.38,12.38,13.06,13.06,13.06,13.06,13.06,13.06,13.84,13.84,13.84,13.84,13.84,13.84,14.76,14.76,14.76,14.76,14.76,14.76,14.57,14.57,14.57,14.57,14.57,14.57
"Kentucky","FW",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"Louisiana","Total Forest Land",5733.56,5745.36,5757.15,5768.94,5780.73,5792.52,5804.31,5816.1,5827.89,5839.69,5852.83,5865.97,5879.12,5892.26,5905.4,5918.54,5931.69,5944.83,5957.3,5969.76,5982.23,5994.7,6007.16,6019.63,6032.09,6044.56,6054.66,6064.76,6074.86,6084.96,6095.06,6105.16,6115.25
"Louisiana","FF",5702.23,5717.02,5728.81,5740.6,5752.39,5764.18,5775.97,5787.76,5799.56,5811.35,5820.41,5833.55,5846.69,5859.84,5872.98,5886.12,5899.27,5912.41,5924.37,5936.84,5949.3,5961.77,5974.24,5986.7,5999.17,6011.64,6026.13,6036.23,6046.33,6056.42,6066.52,6076.62,6086.72
"Louisiana","Total Land Converted to Forest Land",31.33,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,28.34,32.42,32.42,32.42,32.42,32.42,32.42,32.42,32.42,32.93,32.93,32.93,32.93,32.93,32.93,32.93,32.93,28.53,28.53,28.53,28.53,28.53,28.53,28.53
"Louisiana","CF",20.75,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77,21.48,21.48,21.48,21.48,21.48,21.48,21.48,21.48,21.82,21.82,21.82,21.82,21.82,21.82,21.82,21.82,17.59,17.59,17.59,17.59,17.59,17.59,17.59
"Louisiana","GF",0.63,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,1.08,1.08,1.08,1.08,1.08,1.08,1.08
"Louisiana","OF",1.11,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.32,1.32,1.32,1.32,1.32,1.32,1.32
"Louisiana","SF",7.1,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,6.41,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.13,7.13,7.13,7.13,7.13,7.13,7.13
"Louisiana","WF",1.75,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.42,1.42,1.42,1.42,1.42,1.42,1.42
"Louisiana","Total Forest Land Converted to Land",18.21,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,19.28,19.28,19.28,19.28,19.28,19.28,19.28,19.28,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,18.43,18.43,18.43,18.43,18.43,18.43,18.43
"Louisiana","FC",5.97,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.42,4.42,4.42,4.42,4.42,4.42,4.42
"Louisiana","FG",0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.19,1.19,1.19,1.19,1.19,1.19,1.19
"Louisiana","FO",0.63,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"Louisiana","FS",9.97,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,9.43,11.39,11.39,11.39,11.39,11.39,11.39,11.39,11.39,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,11.09,11.09,11.09,11.09,11.09,11.09,11.09
"Louisiana","FW",1.17,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.89,0.89,0.89,0.89,0.89,0.89,0.89
"Maine","Total Forest Land",7186.77,7183.85,7180.92,7178,7175.07,7172.02,7168.97,7165.92,7162.87,7159.82,7156.64,7153.46,7150.27,7147.09,7143.9,7140.56,7137.22,7133.88,7130.54,7127.2,7123.65,7120.1,7116.54,7112.99,7109.44,7105.17,7100.91,7096.64,7092.37,7088.11,7083.63,7079.15,7074.66
"Maine","FF",7182.83,7179.91,7176.98,7174.06,7171.13,7168.1,7165.05,7162,7158.95,7155.9,7152.73,7149.55,7146.36,7143.18,7139.99,7136.67,7133.33,7129.99,7126.65,7123.31,7119.78,7116.23,7112.67,7109.12,7105.57,7101.33,7097.06,7092.79,7088.53,7084.26,7079.96,7075.48,7071
"Maine","Total Land Converted to Forest Land",3.94,3.94,3.94,3.94,3.94,3.92,3.92,3.92,3.92,3.92,3.91,3.91,3.91,3.91,3.91,3.89,3.89,3.89,3.89,3.89,3.87,3.87,3.87,3.87,3.87,3.85,3.85,3.85,3.85,3.85,3.67,3.67,3.67
"Maine","CF",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"Maine","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine","OF",1.02,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.99,0.99,0.84,0.84,0.84
"Maine","SF",2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.15,2.15,2.15,2.15,2.15,2.14,2.14,2.14,2.14,2.14,2.13,2.13,2.13,2.13,2.13,2.11,2.11,2.11,2.11,2.11,2.22,2.22,2.22
"Maine","WF",0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.52,0.52,0.52
"Maine","Total Forest Land Converted to Land",6.86,6.86,6.86,6.86,6.86,6.97,6.97,6.97,6.97,6.97,7.09,7.09,7.09,7.09,7.09,7.23,7.23,7.23,7.23,7.23,7.42,7.42,7.42,7.42,7.42,8.11,8.11,8.11,8.11,8.11,8.15,8.15,8.15
"Maine","FC",1.02,1.02,1.02,1.02,1.02,1.03,1.03,1.03,1.03,1.03,1.04,1.04,1.04,1.04,1.04,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.33,1.33,1.33,1.33,1.33,1.41,1.41,1.41
"Maine","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine","FO",1.17,1.17,1.17,1.17,1.17,1.09,1.09,1.09,1.09,1.09,1.01,1.01,1.01,1.01,1.01,0.93,0.93,0.93,0.93,0.93,0.88,0.88,0.88,0.88,0.88,1.06,1.06,1.06,1.06,1.06,1.05,1.05,1.05
"Maine","FS",4.46,4.46,4.46,4.46,4.46,4.65,4.65,4.65,4.65,4.65,4.85,4.85,4.85,4.85,4.85,5.08,5.08,5.08,5.08,5.08,5.32,5.32,5.32,5.32,5.32,5.59,5.59,5.59,5.59,5.59,5.56,5.56,5.56
"Maine","FW",0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
"Maryland","Total Forest Land",1045.4,1042.67,1039.93,1037.19,1034.31,1031.42,1028.54,1025.66,1022.78,1019.89,1016.87,1013.84,1010.81,1007.78,1004.76,1001.73,997.93,994.14,990.34,986.55,982.75,979.5,976.26,973.01,969.76,966.51,963.26,960.82,958.38,955.94,953.5,951.05,948.61
"Maryland","FF",1043.23,1040.49,1037.76,1035.02,1032.17,1029.29,1026.41,1023.53,1020.64,1017.76,1014.78,1011.75,1008.72,1005.69,1002.67,999.64,995.48,991.68,987.89,984.09,980.3,977.5,974.26,971.01,967.76,964.51,961.26,958.12,955.68,953.24,950.8,948.36,945.91
"Maryland","Total Land Converted to Forest Land",2.17,2.17,2.17,2.17,2.13,2.13,2.13,2.13,2.13,2.13,2.09,2.09,2.09,2.09,2.09,2.09,2.45,2.45,2.45,2.45,2.45,2,2,2,2,2,2,2.7,2.7,2.7,2.7,2.7,2.7
"Maryland","CF",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.34,0.34,0.34,0.34,0.34,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
"Maryland","GF",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.7,0.7,0.7,0.7,0.7,0.7
"Maryland","OF",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08
"Maryland","SF",1.74,1.74,1.74,1.74,1.71,1.71,1.71,1.71,1.71,1.71,1.68,1.68,1.68,1.68,1.68,1.68,1.97,1.97,1.97,1.97,1.97,1.6,1.6,1.6,1.6,1.6,1.6,1.63,1.63,1.63,1.63,1.63,1.63
"Maryland","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland","Total Forest Land Converted to Land",4.91,4.91,4.91,4.91,5.01,5.01,5.01,5.01,5.01,5.01,5.12,5.12,5.12,5.12,5.12,5.12,6.25,6.25,6.25,6.25,6.25,5.25,5.25,5.25,5.25,5.25,5.25,5.14,5.14,5.14,5.14,5.14,5.14
"Maryland","FC",1.95,1.95,1.95,1.95,1.97,1.97,1.97,1.97,1.97,1.97,2,2,2,2,2,2,2.43,2.43,2.43,2.43,2.43,2.04,2.04,2.04,2.04,2.04,2.04,1.99,1.99,1.99,1.99,1.99,1.99
"Maryland","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland","FO",0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.57,0.65,0.65,0.65,0.65,0.65,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45
"Maryland","FS",1.85,1.85,1.85,1.85,1.88,1.88,1.88,1.88,1.88,1.88,1.91,1.91,1.91,1.91,1.91,1.91,2.34,2.34,2.34,2.34,2.34,1.99,1.99,1.99,1.99,1.99,1.99,1.95,1.95,1.95,1.95,1.95,1.95
"Maryland","FW",0.53,0.53,0.53,0.53,0.58,0.58,0.58,0.58,0.58,0.58,0.63,0.63,0.63,0.63,0.63,0.63,0.83,0.83,0.83,0.83,0.83,0.76,0.76,0.76,0.76,0.76,0.76,0.74,0.74,0.74,0.74,0.74,0.74
"Massachusetts","Total Forest Land",1241.64,1240.26,1238.89,1237.52,1236.14,1234.43,1232.73,1231.02,1229.31,1227.61,1226.14,1224.67,1223.2,1221.73,1220.26,1218.79,1217.28,1215.76,1214.25,1212.73,1211.22,1209.7,1207.83,1205.96,1204.08,1202.21,1200.34,1198.82,1197.3,1195.78,1194.26,1192.73,1191.21
"Massachusetts","FF",1240.47,1239.09,1237.72,1236.34,1234.97,1233.04,1231.33,1229.62,1227.92,1226.21,1224.98,1223.51,1222.05,1220.58,1219.11,1217.64,1216.13,1214.62,1213.1,1211.59,1210.07,1208.55,1206.46,1204.59,1202.72,1200.85,1198.97,1197.66,1196.14,1194.62,1193.1,1191.58,1190.06
"Massachusetts","Total Land Converted to Forest Land",1.17,1.17,1.17,1.17,1.17,1.4,1.4,1.4,1.4,1.4,1.16,1.16,1.16,1.16,1.16,1.16,1.15,1.15,1.15,1.15,1.15,1.15,1.37,1.37,1.37,1.37,1.37,1.16,1.16,1.16,1.16,1.16,1.16
"Massachusetts","CF",0.18,0.18,0.18,0.18,0.18,0.22,0.22,0.22,0.22,0.22,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.21,0.18,0.18,0.18,0.18,0.18,0.18
"Massachusetts","GF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts","OF",0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"Massachusetts","SF",0.96,0.96,0.96,0.96,0.96,1.15,1.15,1.15,1.15,1.15,0.95,0.95,0.95,0.95,0.95,0.95,0.94,0.94,0.94,0.94,0.94,0.94,1.12,1.12,1.12,1.12,1.12,0.94,0.94,0.94,0.94,0.94,0.94
"Massachusetts","WF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massachusetts","Total Forest Land Converted to Land",2.55,2.55,2.55,2.55,2.55,3.1,3.1,3.1,3.1,3.1,2.62,2.62,2.62,2.62,2.62,2.62,2.66,2.66,2.66,2.66,2.66,2.66,3.24,3.24,3.24,3.24,3.24,2.68,2.68,2.68,2.68,2.68,2.68
"Massachusetts","FC",0.78,0.78,0.78,0.78,0.78,0.95,0.95,0.95,0.95,0.95,0.8,0.8,0.8,0.8,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.81,0.99,0.99,0.99,0.99,0.99,0.82,0.82,0.82,0.82,0.82,0.82
"Massachusetts","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts","FO",0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04
"Massachusetts","FS",1.07,1.07,1.07,1.07,1.07,1.29,1.29,1.29,1.29,1.29,1.09,1.09,1.09,1.09,1.09,1.09,1.1,1.1,1.1,1.1,1.1,1.1,1.33,1.33,1.33,1.33,1.33,1.1,1.1,1.1,1.1,1.1,1.1
"Massachusetts","FW",0.67,0.67,0.67,0.67,0.67,0.83,0.83,0.83,0.83,0.83,0.7,0.7,0.7,0.7,0.7,0.7,0.71,0.71,0.71,0.71,0.71,0.71,0.87,0.87,0.87,0.87,0.87,0.72,0.72,0.72,0.72,0.72,0.72
"Michigan","Total Forest Land",8065.67,8067.28,8068.89,8070.5,8072.03,8073.56,8075.1,8076.63,8078.16,8079.7,8081.38,8083.07,8084.76,8086.44,8088.13,8089.31,8090.5,8091.68,8092.87,8094.05,8095.24,8096,8096.76,8097.53,8098.29,8099.06,8099.82,8100.68,8101.53,8102.38,8103.24,8104.09,8104.94
"Michigan","FF",8044.92,8046.53,8048.14,8049.75,8051.27,8052.81,8054.34,8055.87,8057.41,8058.94,8056.46,8058.14,8059.83,8061.52,8063.21,8068.53,8069.72,8070.9,8072.08,8073.27,8074.45,8075.21,8075.98,8076.74,8077.51,8078.27,8079.03,8079.79,8080.65,8081.5,8082.35,8083.2,8084.06
"Michigan","Total Land Converted to Forest Land",20.74,20.74,20.74,20.74,20.76,20.76,20.76,20.76,20.76,20.76,24.93,24.93,24.93,24.93,24.93,20.78,20.78,20.78,20.78,20.78,20.78,20.79,20.79,20.79,20.79,20.79,20.79,20.88,20.88,20.88,20.88,20.88,20.88
"Michigan","CF",8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,9.74,9.74,9.74,9.74,9.74,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.06,8.06,8.06,8.06,8.06,8.06
"Michigan","GF",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.2,0.2,0.2,0.2,0.2,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.27,0.27,0.27,0.27,0.27,0.27
"Michigan","OF",1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.45,1.45,1.45,1.45,1.45,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
"Michigan","SF",7.09,7.09,7.09,7.09,7.1,7.1,7.1,7.1,7.1,7.1,8.52,8.52,8.52,8.52,8.52,7.1,7.1,7.1,7.1,7.1,7.1,7.11,7.11,7.11,7.11,7.11,7.11,7.09,7.09,7.09,7.09,7.09,7.09
"Michigan","WF",4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,5.01,5.01,5.01,5.01,5.01,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.26,4.26,4.26,4.26,4.26,4.26
"Michigan","Total Forest Land Converted to Land",19.13,19.13,19.13,19.13,19.22,19.22,19.22,19.22,19.22,19.22,23.24,23.24,23.24,23.24,23.24,19.6,19.6,19.6,19.6,19.6,19.6,20.02,20.02,20.02,20.02,20.02,20.02,20.03,20.03,20.03,20.03,20.03,20.03
"Michigan","FC",6.85,6.85,6.85,6.85,6.83,6.83,6.83,6.83,6.83,6.83,8.15,8.15,8.15,8.15,8.15,6.76,6.76,6.76,6.76,6.76,6.76,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
"Michigan","FG",0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.44,0.44,0.44,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"Michigan","FO",0.85,0.85,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.99,0.99,0.99,0.99,0.99,0.83,0.83,0.83,0.83,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
"Michigan","FS",5.65,5.65,5.65,5.65,5.64,5.64,5.64,5.64,5.64,5.64,6.76,6.76,6.76,6.76,6.76,5.63,5.63,5.63,5.63,5.63,5.63,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62
"Michigan","FW",5.5,5.5,5.5,5.5,5.62,5.62,5.62,5.62,5.62,5.62,6.92,6.92,6.92,6.92,6.92,5.95,5.95,5.95,5.95,5.95,5.95,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16,6.16
"Minnesota","Total Forest Land",6806.95,6817.82,6828.68,6839.75,6850.82,6861.89,6872.96,6884.03,6895.3,6906.56,6917.82,6929.08,6940.35,6951.77,6963.2,6974.62,6986.05,6997.48,7008.99,7020.51,7032.03,7043.54,7055.06,7066.46,7077.85,7089.25,7100.65,7112.04,7124.03,7136.02,7148,7159.99,7171.98
"Minnesota","FF",6776.98,6787.84,6798.71,6809.53,6820.6,6831.67,6842.74,6853.81,6864.82,6876.08,6887.34,6898.6,6909.87,6921.03,6932.46,6943.89,6955.31,6966.74,6977.99,6989.51,7001.03,7012.55,7024.06,7035.2,7046.6,7058,7069.39,7080.79,7092.02,7104.01,7116,7127.98,7139.97
"Minnesota","Total Land Converted to Forest Land",29.97,29.97,29.97,30.22,30.22,30.22,30.22,30.22,30.48,30.48,30.48,30.48,30.48,30.74,30.74,30.74,30.74,30.74,31,31,31,31,31,31.25,31.25,31.25,31.25,31.25,32.01,32.01,32.01,32.01,32.01
"Minnesota","CF",7.11,7.11,7.11,7.17,7.17,7.17,7.17,7.17,7.23,7.23,7.23,7.23,7.23,7.3,7.3,7.3,7.3,7.3,7.36,7.36,7.36,7.36,7.36,7.42,7.42,7.42,7.42,7.42,7.3,7.3,7.3,7.3,7.3
"Minnesota","GF",0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.19,1.19,1.19,1.19,1.19
"Minnesota","OF",2.45,2.45,2.45,2.47,2.47,2.47,2.47,2.47,2.5,2.5,2.5,2.5,2.5,2.52,2.52,2.52,2.52,2.52,2.54,2.54,2.54,2.54,2.54,2.56,2.56,2.56,2.56,2.56,2.46,2.46,2.46,2.46,2.46
"Minnesota","SF",4.26,4.26,4.26,4.3,4.3,4.3,4.3,4.3,4.33,4.33,4.33,4.33,4.33,4.37,4.37,4.37,4.37,4.37,4.41,4.41,4.41,4.41,4.41,4.44,4.44,4.44,4.44,4.44,4.69,4.69,4.69,4.69,4.69
"Minnesota","WF",15.77,15.77,15.77,15.9,15.9,15.9,15.9,15.9,16.03,16.03,16.03,16.03,16.03,16.16,16.16,16.16,16.16,16.16,16.3,16.3,16.3,16.3,16.3,16.43,16.43,16.43,16.43,16.43,16.36,16.36,16.36,16.36,16.36
