"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"New Jersey","FS",1.22,1.22,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.03,1.03,1.03,1.03,1.03,1.03,1.23,1.23,1.23,1.23,1.23,1.24,1.24,1.24,1.24,1.24,1.23,1.23,1.23,1.23,1.23
"New Jersey","FW",0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.19,0.19,0.19,0.19,0.19,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
"New Mexico","Total Forest Land",5738.59,5740.91,5743.22,5745.94,5748.67,5751.39,5754.11,5756.83,5759.55,5762.27,5765,5767.83,5770.67,5773.51,5776.35,5779.18,5782.02,5784.86,5787.7,5790.53,5794.26,5797.98,5801.7,5805.43,5809.15,5812.87,5816.6,5820.32,5822.26,5824.21,5826.16,5828.1,5830.05
"New Mexico","FF",5668.05,5670.37,5672.68,5674.62,5677.34,5680.06,5682.78,5685.5,5688.23,5690.95,5693.67,5703.61,5706.45,5709.29,5712.13,5714.96,5717.8,5720.64,5723.48,5726.31,5720.92,5724.65,5728.37,5732.09,5735.82,5739.54,5743.26,5746.99,5750.06,5752.01,5753.96,5755.9,5757.85
"New Mexico","Total Land Converted to Forest Land",70.54,70.54,70.54,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,73.33,73.33,73.33,73.33,73.33,73.33,73.33,73.33,72.2,72.2,72.2,72.2,72.2
"New Mexico","CF",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
"New Mexico","GF",67.23,67.23,67.23,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,70.3,70.3,70.3,70.3,70.3
"New Mexico","OF",2.47,2.47,2.47,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,1.06,1.06,1.06,1.06,1.06
"New Mexico","SF",0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.76,0.76,0.76,0.76,0.76
"New Mexico","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Mexico","Total Forest Land Converted to Land",68.22,68.22,68.22,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61,70.25,70.25,70.25,70.25,70.25
"New Mexico","FC",1.75,1.75,1.75,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.89,1.89,1.89,1.89,1.89
"New Mexico","FG",61.92,61.92,61.92,62.35,62.35,62.35,62.35,62.35,62.35,62.35,62.35,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,55.88,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.98,63.98,63.98,63.98,63.98
"New Mexico","FO",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"New Mexico","FS",4.51,4.51,4.51,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.36,4.36,4.36,4.36,4.36
"New Mexico","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Mexico","Total Woodlands Remaining Woodlands",4765.53,4768.61,4771.7,4773.98,4776.91,4779.84,4782.77,4785.7,4788.63,4791.56,4794.49,4810.27,4812.63,4814.99,4817.35,4819.71,4822.07,4824.43,4826.79,4829.15,4816.73,4818.95,4821.17,4823.39,4825.61,4827.83,4830.05,4832.27,4834.06,4831.46,4828.87,4826.28,4823.69
"New York","Total Forest Land",7770.91,7762.12,7753.32,7744.53,7735.38,7726.23,7717.09,7707.94,7698.79,7689.65,7680.12,7670.6,7661.08,7651.55,7642.03,7632.5,7620.58,7608.66,7596.74,7584.82,7572.9,7562.51,7552.12,7541.73,7531.34,7520.95,7510.56,7500.2,7489.85,7479.49,7469.13,7458.77,7448.42
"New York","FF",7756.23,7747.44,7738.64,7729.85,7720.78,7711.63,7702.48,7693.34,7684.19,7675.04,7665.6,7656.07,7646.55,7637.03,7627.5,7617.98,7603.25,7591.33,7579.41,7567.49,7555.57,7548.15,7537.76,7527.37,7516.98,7506.59,7496.2,7486.03,7475.67,7465.31,7454.96,7444.6,7434.24
"New York","Total Land Converted to Forest Land",14.68,14.68,14.68,14.68,14.6,14.6,14.6,14.6,14.6,14.6,14.53,14.53,14.53,14.53,14.53,14.53,17.33,17.33,17.33,17.33,17.33,14.36,14.36,14.36,14.36,14.36,14.36,14.17,14.17,14.17,14.17,14.17,14.17
"New York","CF",5.98,5.98,5.98,5.98,5.93,5.93,5.93,5.93,5.93,5.93,5.89,5.89,5.89,5.89,5.89,5.89,7,7,7,7,7,5.78,5.78,5.78,5.78,5.78,5.78,5.9,5.9,5.9,5.9,5.9,5.9
"New York","GF",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"New York","OF",1.59,1.59,1.59,1.59,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.89,1.89,1.89,1.89,1.89,1.57,1.57,1.57,1.57,1.57,1.57,1.22,1.22,1.22,1.22,1.22,1.22
"New York","SF",6.37,6.37,6.37,6.37,6.35,6.35,6.35,6.35,6.35,6.35,6.32,6.32,6.32,6.32,6.32,6.32,7.56,7.56,7.56,7.56,7.56,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
"New York","WF",0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.86,0.86,0.86,0.86,0.86,0.71,0.71,0.71,0.71,0.71,0.71,0.77,0.77,0.77,0.77,0.77,0.77
"New York","Total Forest Land Converted to Land",23.47,23.47,23.47,23.47,23.75,23.75,23.75,23.75,23.75,23.75,24.05,24.05,24.05,24.05,24.05,24.05,29.25,29.25,29.25,29.25,29.25,24.75,24.75,24.75,24.75,24.75,24.75,24.53,24.53,24.53,24.53,24.53,24.53
"New York","FC",12.43,12.43,12.43,12.43,12.63,12.63,12.63,12.63,12.63,12.63,12.85,12.85,12.85,12.85,12.85,12.85,15.71,15.71,15.71,15.71,15.71,13.36,13.36,13.36,13.36,13.36,13.36,13.24,13.24,13.24,13.24,13.24,13.24
"New York","FG",0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.23,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
"New York","FO",1.34,1.34,1.34,1.34,1.31,1.31,1.31,1.31,1.31,1.31,1.26,1.26,1.26,1.26,1.26,1.26,1.4,1.4,1.4,1.4,1.4,1.01,1.01,1.01,1.01,1.01,1.01,1,1,1,1,1,1
"New York","FS",6.49,6.49,6.49,6.49,6.51,6.51,6.51,6.51,6.51,6.51,6.54,6.54,6.54,6.54,6.54,6.54,7.88,7.88,7.88,7.88,7.88,6.59,6.59,6.59,6.59,6.59,6.59,6.54,6.54,6.54,6.54,6.54,6.54
"New York","FW",3.01,3.01,3.01,3.01,3.09,3.09,3.09,3.09,3.09,3.09,3.2,3.2,3.2,3.2,3.2,3.2,4.03,4.03,4.03,4.03,4.03,3.61,3.61,3.61,3.61,3.61,3.61,3.58,3.58,3.58,3.58,3.58,3.58
"North Carolina","Total Forest Land",7750.15,7745.04,7739.93,7734.41,7728.88,7723.36,7717.84,7712.31,7706.79,7701.27,7694.3,7687.33,7680.37,7673.4,7666.43,7659.47,7652.97,7646.48,7639.99,7633.5,7627.01,7620.52,7614.02,7605.49,7596.95,7588.41,7579.88,7571.34,7562.8,7555.92,7549.03,7542.15,7535.26
"North Carolina","FF",7729.12,7724.01,7718.9,7713.48,7707.96,7702.44,7696.91,7691.39,7685.87,7680.34,7670.03,7663.06,7656.09,7649.13,7642.16,7635.19,7632.29,7625.8,7619.31,7612.82,7606.33,7599.84,7593.34,7581.52,7572.98,7564.45,7555.91,7547.37,7538.83,7535.13,7528.24,7521.36,7514.47
"North Carolina","Total Land Converted to Forest Land",21.03,21.03,21.03,20.92,20.92,20.92,20.92,20.92,20.92,20.92,24.27,24.27,24.27,24.27,24.27,24.27,20.68,20.68,20.68,20.68,20.68,20.68,20.68,23.97,23.97,23.97,23.97,23.97,23.97,20.79,20.79,20.79,20.79
"North Carolina","CF",10.58,10.58,10.58,10.53,10.53,10.53,10.53,10.53,10.53,10.53,12.22,12.22,12.22,12.22,12.22,12.22,10.41,10.41,10.41,10.41,10.41,10.41,10.41,12.06,12.06,12.06,12.06,12.06,12.06,10.26,10.26,10.26,10.26
"North Carolina","GF",0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.62,0.62,0.62,0.62,0.62,0.62,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.61,0.61,0.61,0.61,0.61,0.61,0.43,0.43,0.43,0.43
"North Carolina","OF",0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.57,0.57,0.57,0.57,0.57,0.57,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.56,0.56,0.56,0.56,0.56,0.56,0.65,0.65,0.65,0.65
"North Carolina","SF",9.42,9.42,9.42,9.37,9.37,9.37,9.37,9.37,9.37,9.37,10.87,10.87,10.87,10.87,10.87,10.87,9.26,9.26,9.26,9.26,9.26,9.26,9.26,10.73,10.73,10.73,10.73,10.73,10.73,9.45,9.45,9.45,9.45
"North Carolina","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina","Total Forest Land Converted to Land",26.14,26.14,26.14,26.45,26.45,26.45,26.45,26.45,26.45,26.45,31.24,31.24,31.24,31.24,31.24,31.24,27.17,27.17,27.17,27.17,27.17,27.17,27.17,32.5,32.5,32.5,32.5,32.5,32.5,27.68,27.68,27.68,27.68
"North Carolina","FC",9.63,9.63,9.63,9.57,9.57,9.57,9.57,9.57,9.57,9.57,11.09,11.09,11.09,11.09,11.09,11.09,9.44,9.44,9.44,9.44,9.44,9.44,9.44,10.93,10.93,10.93,10.93,10.93,10.93,9.3,9.3,9.3,9.3
"North Carolina","FG",0.81,0.81,0.81,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.84,0.84,0.84,0.84,0.84,0.84,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.61,0.61,0.61,0.61,0.61,0.61,0.52,0.52,0.52,0.52
"North Carolina","FO",1.13,1.13,1.13,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.37,1.37,1.37,1.37,1.37,1.37,1.26,1.26,1.26,1.26,1.26,1.26,1.26,2.1,2.1,2.1,2.1,2.1,2.1,1.79,1.79,1.79,1.79
"North Carolina","FS",14.09,14.09,14.09,14.41,14.41,14.41,14.41,14.41,14.41,14.41,17.23,17.23,17.23,17.23,17.23,17.23,15.15,15.15,15.15,15.15,15.15,15.15,15.15,18.17,18.17,18.17,18.17,18.17,18.17,15.47,15.47,15.47,15.47
"North Carolina","FW",0.49,0.49,0.49,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.71,0.71,0.71,0.71,0.71,0.71,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.7,0.7,0.7,0.7,0.7,0.7,0.59,0.59,0.59,0.59
"North Dakota","Total Forest Land",276.09,276.97,277.85,278.72,279.68,280.63,281.59,282.54,283.5,284.45,285.5,286.55,287.6,288.65,289.7,290.75,291.75,292.75,293.75,294.75,295.75,296.75,297.75,299.08,300.41,301.74,303.07,304.4,305.72,306.84,307.96,309.08,310.2
"North Dakota","FF",273.76,274.63,275.51,276.39,277.29,278.25,279.2,280.16,281.11,282.07,283.06,284.1,285.15,286.2,287.25,288.3,289.59,290.59,291.59,292.59,293.59,294.59,295.59,296.48,297.81,299.14,300.47,301.8,303.13,304.42,305.54,306.66,307.78
"North Dakota","Total Land Converted to Forest Land",2.33,2.33,2.33,2.33,2.39,2.39,2.39,2.39,2.39,2.39,2.45,2.45,2.45,2.45,2.45,2.45,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.59,2.59,2.59,2.59,2.59,2.59,2.42,2.42,2.42,2.42
"North Dakota","CF",0.83,0.83,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.84,0.86,0.86,0.86,0.86,0.86,0.86,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.89,0.89,0.89,0.89,0.89,0.89,0.93,0.93,0.93,0.93
"North Dakota","GF",1.25,1.25,1.25,1.25,1.28,1.28,1.28,1.28,1.28,1.28,1.32,1.32,1.32,1.32,1.32,1.32,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.42,1.42,1.42,1.42,1.42,1.42,1.24,1.24,1.24,1.24
"North Dakota","OF",0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14
"North Dakota","SF",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.11,0.11,0.11,0.11
"North Dakota","WF",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"North Dakota","Total Forest Land Converted to Land",1.45,1.45,1.45,1.45,1.43,1.43,1.43,1.43,1.43,1.43,1.4,1.4,1.4,1.4,1.4,1.4,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.26,1.26,1.26,1.26,1.26,1.26,1.3,1.3,1.3,1.3
"North Dakota","FC",0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36
"North Dakota","FG",0.72,0.72,0.72,0.72,0.7,0.7,0.7,0.7,0.7,0.7,0.67,0.67,0.67,0.67,0.67,0.67,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.56,0.56,0.56,0.56,0.56,0.56,0.58,0.58,0.58,0.58
"North Dakota","FO",0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21
"North Dakota","FS",0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12
"North Dakota","FW",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
"North Dakota","Total Woodlands Remaining Woodlands",10.84,10.83,10.81,10.8,10.78,10.76,10.73,10.7,10.67,10.65,10.61,10.57,10.52,10.47,10.42,10.37,10.41,10.35,10.28,10.21,10.14,10.07,10,9.84,9.72,9.6,9.48,9.36,9.24,9.18,9.09,9,8.91
"Ohio","Total Forest Land",3397.56,3388.93,3380.29,3371.66,3362.65,3353.65,3344.64,3335.63,3326.63,3317.62,3306.38,3295.15,3283.92,3272.68,3261.45,3251.76,3242.07,3232.39,3222.7,3213.01,3203.32,3193.31,3183.31,3173.3,3163.29,3153.28,3143.28,3133.7,3124.12,3114.54,3104.97,3095.39,3085.81
"Ohio","FF",3387.27,3378.63,3370,3361.36,3352.53,3343.52,3334.51,3325.51,3316.5,3307.49,3294.45,3283.21,3271.98,3260.75,3249.51,3242,3232.31,3222.62,3212.93,3203.24,3193.56,3183.73,3173.72,3163.72,3153.71,3143.7,3133.69,3124.05,3114.47,3104.9,3095.32,3085.74,3076.16
"Ohio","Total Land Converted to Forest Land",10.3,10.3,10.3,10.3,10.12,10.12,10.12,10.12,10.12,10.12,11.94,11.94,11.94,11.94,11.94,9.77,9.77,9.77,9.77,9.77,9.77,9.58,9.58,9.58,9.58,9.58,9.58,9.65,9.65,9.65,9.65,9.65,9.65
"Ohio","CF",5.76,5.76,5.76,5.76,5.66,5.66,5.66,5.66,5.66,5.66,6.68,6.68,6.68,6.68,6.68,5.46,5.46,5.46,5.46,5.46,5.46,5.36,5.36,5.36,5.36,5.36,5.36,5.35,5.35,5.35,5.35,5.35,5.35
"Ohio","GF",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"Ohio","OF",0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.57,0.67,0.67,0.67,0.67,0.67,0.55,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.47,0.47,0.47,0.47,0.47,0.47
"Ohio","SF",3.6,3.6,3.6,3.6,3.54,3.54,3.54,3.54,3.54,3.54,4.17,4.17,4.17,4.17,4.17,3.41,3.41,3.41,3.41,3.41,3.41,3.35,3.35,3.35,3.35,3.35,3.35,3.47,3.47,3.47,3.47,3.47,3.47
"Ohio","WF",0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.39,0.39,0.39,0.39,0.39,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.34,0.34,0.34,0.34,0.34,0.34
"Ohio","Total Forest Land Converted to Land",18.93,18.93,18.93,18.93,19.13,19.13,19.13,19.13,19.13,19.13,23.17,23.17,23.17,23.17,23.17,19.45,19.45,19.45,19.45,19.45,19.45,19.59,19.59,19.59,19.59,19.59,19.59,19.22,19.22,19.22,19.22,19.22,19.22
"Ohio","FC",6.9,6.9,6.9,6.9,6.91,6.91,6.91,6.91,6.91,6.91,8.33,8.33,8.33,8.33,8.33,7.04,7.04,7.04,7.04,7.04,7.04,7.32,7.32,7.32,7.32,7.32,7.32,7.19,7.19,7.19,7.19,7.19,7.19
"Ohio","FG",0.29,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
"Ohio","FO",3.58,3.58,3.58,3.58,3.52,3.52,3.52,3.52,3.52,3.52,4.05,4.05,4.05,4.05,4.05,3.06,3.06,3.06,3.06,3.06,3.06,2.47,2.47,2.47,2.47,2.47,2.47,2.43,2.43,2.43,2.43,2.43,2.43
"Ohio","FS",7.96,7.96,7.96,7.96,8.19,8.19,8.19,8.19,8.19,8.19,10.14,10.14,10.14,10.14,10.14,8.73,8.73,8.73,8.73,8.73,8.73,9.04,9.04,9.04,9.04,9.04,9.04,8.87,8.87,8.87,8.87,8.87,8.87
"Ohio","FW",0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.24,0.24,0.21,0.21,0.21,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22
"Oklahoma","Total Forest Land",6254.47,6205.97,6157.47,6108.97,6060.47,6011.97,5963.48,5914.98,5859.82,5804.66,5749.51,5694.35,5639.19,5584.04,5528.88,5466.42,5403.96,5341.5,5279.04,5216.58,5154.12,5091.66,5017.25,4942.84,4868.43,4794.02,4719.61,4645.2,4570.79,4507.18,4443.57,4379.95,4316.34
"Oklahoma","FF",6204.92,6159.35,6110.85,6062.35,6013.85,5965.35,5916.85,5868.35,5816.51,5761.35,5706.19,5651.04,5595.88,5540.72,5485.57,5426.85,5364.39,5301.93,5239.47,5177.01,5114.55,5052.09,4982.16,4907.76,4833.35,4758.94,4684.53,4610.12,4535.71,4473.36,4409.75,4346.13,4282.52
"Oklahoma","Total Land Converted to Forest Land",49.55,46.62,46.62,46.62,46.62,46.62,46.62,46.62,43.31,43.31,43.31,43.31,43.31,43.31,43.31,39.57,39.57,39.57,39.57,39.57,39.57,39.57,35.09,35.09,35.09,35.09,35.09,35.09,35.09,33.82,33.82,33.82,33.82
"Oklahoma","CF",21.4,20.14,20.14,20.14,20.14,20.14,20.14,20.14,18.7,18.7,18.7,18.7,18.7,18.7,18.7,17.08,17.08,17.08,17.08,17.08,17.08,17.08,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.91,15.91,15.91,15.91
"Oklahoma","GF",20.93,19.69,19.69,19.69,19.69,19.69,19.69,19.69,18.29,18.29,18.29,18.29,18.29,18.29,18.29,16.7,16.7,16.7,16.7,16.7,16.7,16.7,14.8,14.8,14.8,14.8,14.8,14.8,14.8,12.52,12.52,12.52,12.52
"Oklahoma","OF",0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
"Oklahoma","SF",6.26,5.89,5.89,5.89,5.89,5.89,5.89,5.89,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5,5,5,5,5,5,5,4.43,4.43,4.43,4.43,4.43,4.43,4.43,5,5,5,5
"Oklahoma","WF",0.53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.03,0.03,0.03,0.03
"Oklahoma","Total Forest Land Converted to Land",92.11,95.12,95.12,95.12,95.12,95.12,95.12,95.12,98.47,98.47,98.47,98.47,98.47,98.47,98.47,102.03,102.03,102.03,102.03,102.03,102.03,102.03,109.5,109.5,109.5,109.5,109.5,109.5,109.5,97.43,97.43,97.43,97.43
"Oklahoma","FC",54.32,56.89,56.89,56.89,56.89,56.89,56.89,56.89,59.74,59.74,59.74,59.74,59.74,59.74,59.74,62.94,62.94,62.94,62.94,62.94,62.94,62.94,66.6,66.6,66.6,66.6,66.6,66.6,66.6,59.17,59.17,59.17,59.17
"Oklahoma","FG",20.37,19.27,19.27,19.27,19.27,19.27,19.27,19.27,17.89,17.89,17.89,17.89,17.89,17.89,17.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,13.06,13.06,13.06,13.06,13.06,13.06,13.06,11.73,11.73,11.73,11.73
"Oklahoma","FO",0.71,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.91,0.91,0.91,0.91,0.91,0.91,0.91,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.25,4.25,4.25,4.25
"Oklahoma","FS",16.71,18.2,18.2,18.2,18.2,18.2,18.2,18.2,20.03,20.03,20.03,20.03,20.03,20.03,20.03,22.29,22.29,22.29,22.29,22.29,22.29,22.29,25.12,25.12,25.12,25.12,25.12,25.12,25.12,22.29,22.29,22.29,22.29
"Oklahoma","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma","Total Woodlands Remaining Woodlands",413.34,405,395.41,385.82,376.24,366.65,357.07,347.48,338.01,327.13,316.24,305.36,294.48,283.6,272.71,262.01,249.72,237.42,225.12,212.82,200.52,188.23,176.13,162.23,148.33,134.43,120.53,106.63,92.73,86.77,80.65,74.52,68.4
"Oregon","Total Forest Land",12229.04,12221.59,12214.14,12206.68,12199.23,12191.77,12184.15,12176.53,12168.91,12161.29,12153.66,12146.04,12138.42,12130.8,12123.18,12115.55,12108.89,12102.23,12095.57,12088.91,12082.25,12075.59,12068.93,12062.27,12055.6,12048.94,12040.71,12032.48,12024.25,12016.03,12007.8,11999.57,11991.34
"Oregon","FF",12196.65,12189.19,12181.74,12174.28,12166.83,12159.38,12151.94,12144.32,12136.7,12129.07,12121.45,12113.83,12106.21,12098.59,12090.96,12083.34,12076.85,12070.19,12063.53,12056.87,12050.21,12043.55,12036.88,12030.22,12023.56,12016.9,12010.45,12002.22,11993.99,11985.76,11977.53,11969.3,11961.07
"Oregon","Total Land Converted to Forest Land",32.4,32.4,32.4,32.4,32.4,32.4,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,32.04,30.27,30.27,30.27,30.27,30.27,30.27,30.27
"Oregon","CF",2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.08,2.16,2.16,2.16,2.16,2.16,2.16,2.16
"Oregon","GF",20.11,20.11,20.11,20.11,20.11,20.11,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,18.52,18.52,18.52,18.52,18.52,18.52,18.52
"Oregon","OF",4,4,4,4,4,4,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.23,3.23,3.23,3.23,3.23,3.23,3.23
"Oregon","SF",6.2,6.2,6.2,6.2,6.2,6.2,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.17,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.36,6.36,6.36,6.36,6.36,6.36,6.36
"Oregon","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
